"Company 
(Maker-if known)",SpecificBeanOriginorBarName,REF,"Review
Date",CocoaPercent,CompanyLocation,Rating,"Bean
Type",BroadBeanOrigin,Secondary Origin,,,
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4,Forastero,Sao Tome & Principe,,,,
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1,Forastero,Sao Tome & Principe,,,,
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe,,,,
Zokoko,Guadalcanal,1716,2016,78%,Australia,3.75, ,Solomon Islands,,,,
Solomons Gold,Solomon Island,1792,2016,70%,New Zealand,3.25, ,Solomon Islands,,,,
Solomons Gold,Solomon Island w/ nibs,1796,2016,75%,New Zealand,3.25, ,Solomon Islands,,,,
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5, ,Solomon Islands,,,,
Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America,,,,
Valrhona,Guanaja,63,2006,70%,France,4,"Criollo, Trinitario",South America,,,,
Park 75,South America,1363,2014,65%,U.S.A.,3.5, ,South America,,,,
Haigh,South America and Africa,701,2011,70%,Australia,3, ,South America, Africa,,,
Bonnat,Ceylan,81,2006,75%,France,3, ,Sri Lanka,,,,
Svenska Kakaobolaget,Sri Lanka,1618,2015,70%,Sweden,2.75,"Criollo, Trinitario",Sri Lanka,,,,
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia,,,,
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia,,,,
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75, ,St. Lucia,,,,
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4,Trinitario,St. Lucia,,,,
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia,,,,
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3,Trinitario,St. Lucia,,,,
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia,,,,
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3, ,St. Lucia,,,,
Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70%,Suriname,3.25,Trinitario,Suriname,,,,
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25,Forastero,Tanzania,,,,
"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67%,Australia,3.75, ,Tanzania,,,,
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,85%,Austria,3,"Criollo, Trinitario",Tanzania,,,,
Zart Pralinen,"Kakao Kamili, Kilombero Valley",1824,2016,70%,Austria,3.5,"Criollo, Trinitario",Tanzania,,,,
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5, ,Tanzania,,,,
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.5, ,Tanzania,,,,
Sirene,Kokoa Kamili Coop,1856,2016,73%,Canada,3.5, ,Tanzania,,,,
Soul,Tanzania,1940,2017,80%,Canada,3.5, ,Tanzania,,,,
Cacao Barry,Tanzania,300,2008,75%,France,2, ,Tanzania,,,,
Pralus,Tanzania,105,2006,75%,France,3.5,Criollo,Tanzania,,,,
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania,,,,
Domori,Morogoro,863,2012,70%,Italy,3.5, ,Tanzania,,,,
Maglio,Africa,300,2008,75%,Italy,2, ,Tanzania,,,,
Alexandre,"Makwale Village, Kyela",1944,2017,70%,Netherlands,3.5,Forastero,Tanzania,,,,
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Trinitario,Tanzania,,,,
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75, ,Tanzania,,,,
Arete,Kokoa Kamili,1724,2016,70%,U.S.A.,3.75, ,Tanzania,,,,
Askinosie,Mababa,1780,2016,68%,U.S.A.,3.75,Trinitario,Tanzania,,,,
Askinosie,"Tenende, Uwate",647,2011,72%,U.S.A.,3.75,Trinitario,Tanzania,,,,
Bellflower,"Kakao Kamili, Kilombero Valley",1800,2016,70%,U.S.A.,3.5,"Criollo, Trinitario",Tanzania,,,,
Blue Bandana,Kokoa Kamili,1752,2016,75%,U.S.A.,3.5, ,Tanzania,,,,
Cao,Tanzania,1804,2016,73%,U.S.A.,2.75, ,Tanzania,,,,
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania,,,,
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3, ,Tanzania,,,,
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75, ,Tanzania,,,,
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2.5, ,Tanzania,,,,
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3.5, ,Tanzania,,,,
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3, ,Tanzania,,,,
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25, ,Tanzania,,,,
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25, ,Tanzania,,,,
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75, ,Tanzania,,,,
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3, ,Tanzania,,,,
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25, ,Tanzania,,,,
Upchurch,"Tanzania, Party Bar",1752,2016,72%,U.S.A.,3.25, ,Tanzania,,,,
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3.25, ,Tobago,,,,
Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70%,France,4,Trinitario,Tobago,,,,
A. Morin,Kpime,1676,2015,70%,France,2.75, ,Togo,,,,
A. Morin,Atsane,1676,2015,70%,France,3, ,Togo,,,,
A. Morin,Akata,1680,2015,70%,France,3.5, ,Togo,,,,
Bright,Gran Couva,1235,2014,68%,Australia,2.75,Trinitario,Trinidad,,,,
"Smooth Chocolator, The",San Juan Estate,1622,2015,70%,Australia,3.75,Trinitario,Trinidad,,,,
Zart Pralinen,San Juan Estate,1824,2016,85%,Austria,2.75,Trinitario,Trinidad,,,,
Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78%,Austria,3.5,Trinitario,Trinidad,,,,
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad,,,,
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad,,,,
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad,,,,
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad,,,,
Soma,"Sangre Grande P., Trinidad",1073,2013,70%,Canada,3.75,Trinitario,Trinidad,,,,
Alain Ducasse,Trinite,1215,2014,65%,France,2.75,Trinitario,Trinidad,,,,
Pralus,Trinidad,5,2006,75%,France,3.5,Trinitario,Trinidad,,,,
Valrhona,Gran Couva 2005 P.,75,2006,64%,France,2.5,Trinitario,Trinidad,,,,
Coppeneur,Trinidad,558,2010,72%,Germany,3,Trinitario,Trinidad,,,,
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.5,Trinitario,Trinidad,,,,
Amedei,Trinidad,129,2007,70%,Italy,3.5,Trinitario,Trinidad,,,,
C-Amaro,Trinidad,765,2011,70%,Italy,2.5,Trinitario,Trinidad,,,,
Tablette (aka Vanillabeans),Trinidad,1680,2015,77%,Japan,2.75,Trinitario,Trinidad,,,,
Artisan du Chocolat,"Trinidad, Heritage, Limited ed.",1193,2013,72%,U.K.,3.25,Trinitario,Trinidad,,,,
Damson,Robson Estate,1610,2015,70%,U.K.,3,Trinitario,Trinidad,,,,
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3,Trinitario,Trinidad,,,,
Arete,San Juan,1724,2016,70%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Burnt Fork Bend,Trinidad,1299,2014,72%,U.S.A.,3.25,Trinitario,Trinidad,,,,
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinitario,Trinidad,,,,
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinitario,Trinidad,,,,
Guittard,Trinidad,552,2010,65%,U.S.A.,3,Trinitario,Trinidad,,,,
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,,,,
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,,,,
Ritual,Gran Couva,979,2012,75%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Rogue,Trinidad,213,2008,70%,U.S.A.,3,Trinitario,Trinidad,,,,
Videri,Trinidad,1211,2014,75%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Woodblock,Gran Couva,1042,2013,70%,U.S.A.,3.5,Trinitario,Trinidad,,,,
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.5,Blend,Trinidad, Ecuador,,,
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3, ,Trinidad, Tobago,,,
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75, ,Trinidad, Tobago,,,
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,2.75, ,Trinidad,Tobago,,,
Chaleur B,Uganda,1426,2014,70%,Canada,2.75,Forastero,Uganda,,,,
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda,,,,
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.5,Forastero,Uganda,,,,
Chocolate Con Amor,Uganda,1760,2016,70%,U.S.A.,2.75, ,Uganda,,,,
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda,,,,
Kyya,Uganda,1359,2014,72.50%,U.S.A.,2.5,Forastero,Uganda,,,,
Solstice,Bundibugyo,1335,2014,70%,U.S.A.,3,"Forastero, Trinitario",Uganda,,,,
Terroir,Uganda,1323,2014,73%,U.S.A.,3.75,Forastero,Uganda,,,,
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75,Trinitario,Vanuatu,,,,
Cravve,Vanuatu,975,2012,64%,Australia,3.25,Trinitario,Vanuatu,,,,
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Trinitario,Vanuatu,,,,
Spencer,Malekula Island,1434,2014,72%,Australia,2.75,Trinitario,Vanuatu,,,,
Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70%,Canada,3.75,Forastero (Amelonado),Vanuatu,,,,
Pralus,Vanuatu,40,2006,75%,France,3,Trinitario,Vanuatu,,,,
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu,,,,
Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70%,Canada,4,,Venezuela, Bolivia, D.R.,,
Guido Castagna,Blend,355,2009,64%,Italy,3.25, ,Venezuela, Trinidad, Ecuador,,
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3.5,Blend,Venezuela, Indonesia, Ecuad.,,
Scharffen Berger,Finisterra,227,2008,72%,U.S.A.,3,Blend,Venezuela, Trinidad, Mad.,,
Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75%,Canada,3.75, ,Venezuela,Ecu.,Peru,Nic.,
Bonnat,Surfin,1418,2014,65%,France,3.75, ,Venezuela,Africa,Brasil,Peru,Mex
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25, ,Venezuela,,,,
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75,Trinitario,Venezuela,,,,
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75,Criollo,Venezuela,,,,
Salgado,Carenero Superior,288,2008,70%,Argentina,3.5,Trinitario,Venezuela,,,,
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70%,Australia,3.75,Criollo,Venezuela,,,,
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70%,Australia,3.75,Trinitario,Venezuela,,,,
Benoit Nihant,Chuao,1141,2013,74%,Belgium,3.5,Criollo,Venezuela,,,,
Benoit Nihant,Cuyagua Village,1141,2013,74%,Belgium,3.5,Criollo,Venezuela,,,,
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela,,,,
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3,Criollo,Venezuela,,,,
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4,Criollo,Venezuela,,,,
Ambrosia,Venezuela,1498,2015,70%,Canada,3.25, ,Venezuela,,,,
Choklat,Ocumare,377,2009,80%,Canada,2.5,Criollo,Venezuela,,,,
Choklat,Ocumare,377,2009,70%,Canada,3,Criollo,Venezuela,,,,
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela,,,,
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela,,,,
Soma,CSB Chama,1594,2015,70%,Canada,3.5,Criollo,Venezuela,,,,
Soma,Porcelana,1594,2015,75%,Canada,4, ,Venezuela,,,,
Soma,Patanemo,1077,2013,70%,Canada,3.75,Criollo,Venezuela,,,,
Soma,"Maracaibo, El Vigia",1077,2013,70%,Canada,4,Criollo,Venezuela,,,,
Soma,Orinoco,1173,2013,70%,Canada,3.25,Forastero,Venezuela,,,,
Soma,Carenero Superior,951,2012,70%,Canada,3.75,Trinitario,Venezuela,,,,
Soma,Chuao,688,2011,70%,Canada,3.5,Criollo,Venezuela,,,,
Soma,Ocumare,387,2009,70%,Canada,3.75,Criollo,Venezuela,,,,
Soul,Venezuela,1936,2017,75%,Canada,3.5, ,Venezuela,,,,
A. Morin,Carenero,1315,2014,70%,France,2.75,Criollo,Venezuela,,,,
A. Morin,Sur del Lago,1315,2014,70%,France,3.5,Criollo,Venezuela,,,,
A. Morin,Puerto Cabello,1319,2014,70%,France,3.75,Criollo,Venezuela,,,,
A. Morin,Chuao,1015,2013,70%,France,4,Trinitario,Venezuela,,,,
Alain Ducasse,Chuao,1061,2013,75%,France,2.5,Trinitario,Venezuela,,,,
Ara,Trincheras,1379,2014,75%,France,3, ,Venezuela,,,,
Bonnat,"Porcelana, Venezuela",199,2008,75%,France,4,Criollo (Porcelana),Venezuela,,,,
Bonnat,"Ocumare, Puerto Cabello",32,2006,75%,France,4, ,Venezuela,,,,
Bonnat,"Maracaibo, El Rosario",48,2006,75%,France,4,Criollo,Venezuela,,,,
Bonnat,Chuao,81,2006,75%,France,4,Trinitario,Venezuela,,,,
Cacao Barry,Venezuela,141,2007,72%,France,2, ,Venezuela,,,,
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75, ,Venezuela,,,,
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3.5,Criollo (Porcelana),Venezuela,,,,
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Trinitario,Venezuela,,,,
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela,,,,
Pralus,Chuao,486,2010,75%,France,3.5,Trinitario,Venezuela,,,,
Pralus,Cuyagua,451,2009,75%,France,2, ,Venezuela,,,,
Pralus,"Barlovento, Venezuela",32,2006,75%,France,3.5,Trinitario,Venezuela,,,,
Valrhona,"Otucan, Grand Cru",931,2012,69%,France,4, ,Venezuela,,,,
Valrhona,"Porcelana, Pedegral",757,2011,64%,France,4,Criollo,Venezuela,,,,
Valrhona,Chuao 2002 P.,129,2007,65%,France,3.75,Trinitario,Venezuela,,,,
Valrhona,"Porcelana, Maracaibo, Palmira P. 2006",162,2007,64%,France,3.25,Criollo (Porcelana),Venezuela,,,,
Valrhona,"Porcelana, Maracaibo, Palmira P. 2005",75,2006,64%,France,3,Criollo (Porcelana),Venezuela,,,,
Coppeneur,Chuao,478,2010,70%,Germany,3,Trinitario,Venezuela,,,,
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25,Criollo (Ocumare 61),Venezuela,,,,
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5,"Criollo, Trinitario",Venezuela,,,,
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75,"Criollo, Trinitario",Venezuela,,,,
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3,Criollo (Porcelana),Venezuela,,,,
Edelmond,Porcelana,1876,2016,68%,Germany,3,Criollo,Venezuela,,,,
Danta,Chuao,987,2012,75%,Guatemala,3,Trinitario,Venezuela,,,,
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.5, ,Venezuela,,,,
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela,,,,
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.5,Criollo,Venezuela,,,,
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.5, ,Venezuela,,,,
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.5, ,Venezuela,,,,
Szanto Tibor,Porcelana,1263,2014,70%,Hungary,3.5,Criollo,Venezuela,,,,
Szanto Tibor,Crudo,761,2011,70%,Hungary,3, ,Venezuela,,,,
Holy Cacao,Mara,1466,2015,70%,Israel,3.5, ,Venezuela,,,,
Amedei,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela,,,,
Amedei,Chuao,111,2007,70%,Italy,5,Trinitario,Venezuela,,,,
Amedei,Venezuela,123,2007,70%,Italy,3.75,Trinitario (85% Criollo),Venezuela,,,,
C-Amaro,Venezuela,809,2012,80%,Italy,3, ,Venezuela,,,,
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,,,,
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3,Criollo,Venezuela,,,,
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,,,,
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Criollo,Venezuela,,,,
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3,Trinitario,Venezuela,,,,
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3,Trinitario,Venezuela,,,,
Domori,Porcelana,111,2007,70%,Italy,4,Criollo (Porcelana),Venezuela,,,,
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela,,,,
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela,,,,
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4,Criollo (Ocumare 67),Venezuela,,,,
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3,Trinitario,Venezuela,,,,
Domori,Carenero Superior,87,2006,70%,Italy,3.5,Trinitario,Venezuela,,,,
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3, ,Venezuela,,,,
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75, ,Venezuela,,,,
Urzi,"Sur del Lago, Merida",1327,2014,65%,Italy,3.25,Trinitario,Venezuela,,,,
ChocoReko,Patanemo,1454,2015,77%,Japan,3,Criollo,Venezuela,,,,
Emily's,Patanemo,1450,2015,79%,Japan,3, ,Venezuela,,,,
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela,,,,
Na�ve,Barinas,1399,2014,70%,Lithuania,3, ,Venezuela,,,,
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela,,,,
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,,,,
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5, ,Venezuela,,,,
"Chocolate Tree, The",Carenero Superior,1582,2015,80%,Scotland,3.75,Trinitario,Venezuela,,,,
Cacao Sampaka,Venezuela,537,2010,71%,Spain,3.5, ,Venezuela,,,,
Cacao Sampaka,Venezuela,537,2010,77%,Spain,3.5, ,Venezuela,,,,
Chocovic,Ocumare,209,2008,71%,Spain,3.5,Criollo,Venezuela,,,,
Malmo,Chuao,1856,2016,70%,Sweden,3, ,Venezuela,,,,
Beschle (Felchlin),Maracaibo,636,2011,88%,Switzerland,3,Criollo,Venezuela,,,,
Beschle (Felchlin),"Indigena Amazonia, Grand Cru, Quizas",636,2011,72%,Switzerland,3.5, ,Venezuela,,,,
Beschle (Felchlin),"Carenero S., Barlovento, Grand Cru",508,2010,70%,Switzerland,3.25,Trinitario,Venezuela,,,,
Beschle (Felchlin),"Porcelana, Premier Cru, Quizas No. 1",508,2010,74%,Switzerland,3.25,Criollo (Porcelana),Venezuela,,,,
Beschle (Felchlin),"Ocumare, Premier Cru, Quizas No. 2",508,2010,72%,Switzerland,3.5, ,Venezuela,,,,
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3,Criollo,Venezuela,,,,
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela,,,,
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela,,,,
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75, ,Venezuela,,,,
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3.25,Criollo,Venezuela,,,,
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela,,,,
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4,Criollo,Venezuela,,,,
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3.5,Criollo,Venezuela,,,,
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4,Trinitario,Venezuela,,,,
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4,Criollo,Venezuela,,,,
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4, ,Venezuela,,,,
Artisan du Chocolat,Venezuela,486,2010,100%,U.K.,1.75, ,Venezuela,,,,
Artisan du Chocolat,"Ocumare, Venezuela",355,2009,75%,U.K.,2.5,"Criollo, Trinitario",Venezuela,,,,
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3, ,Venezuela,,,,
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela,,,,
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Trinitario,Venezuela,,,,
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,,,,
Duffy's,Ocumare,765,2011,71%,U.K.,3.5, ,Venezuela,,,,
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela,,,,
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Trinitario,Venezuela,,,,
Willie's Cacao,Hacienda Las Trincheras,593,2010,72%,U.K.,3.5, ,Venezuela,,,,
Willie's Cacao,Rio Caribe,457,2009,72%,U.K.,3.25,Trinitario,Venezuela,,,,
Altus aka Cao Artisan,Sur del Lago,1125,2013,60%,U.S.A.,2.5, ,Venezuela,,,,
Amano,Chuao,544,2010,70%,U.S.A.,3,Trinitario,Venezuela,,,,
Amano,Montanya,363,2009,70%,U.S.A.,3, ,Venezuela,,,,
Amano,Cuyagua,147,2007,70%,U.S.A.,3, ,Venezuela,,,,
Amano,Ocumare,175,2007,70%,U.S.A.,3.75,Criollo,Venezuela,,,,
Bittersweet Origins,"Ocumare, prototype",565,2010,78%,U.S.A.,3,Criollo,Venezuela,,,,
Black Mountain,Carenero Superior,256,2008,70%,U.S.A.,2.75,Trinitario,Venezuela,,,,
Brasstown aka It's Chocolate,"Guasare, Zulia Prov.",1868,2016,70%,U.S.A.,3.5,Criollo,Venezuela,,,,
Brasstown aka It's Chocolate,Chuao,1355,2014,70%,U.S.A.,4,Trinitario,Venezuela,,,,
Brasstown aka It's Chocolate,"Chuao, Mantuano blend",1129,2013,85%,U.S.A.,3.5,Trinitario,Venezuela,,,,
Cacao Atlanta,Patanemo,600,2010,75%,U.S.A.,2.25, ,Venezuela,,,,
Cao,Porcelana,1804,2016,75%,U.S.A.,2.5,Criollo,Venezuela,,,,
Cao,"Porcelana, Batch 5163",1804,2016,70%,U.S.A.,3,Criollo,Venezuela,,,,
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72%,U.S.A.,3.5, ,Venezuela,,,,
Castronovo,"Guaniamo, Amazonas",1105,2013,70%,U.S.A.,3.25, ,Venezuela,,,,
Castronovo,Guaniamo,1153,2013,72%,U.S.A.,3, ,Venezuela,,,,
Cello,Venezuela,1251,2014,70%,U.S.A.,2.75, ,Venezuela,,,,
Chocola'te,Venezuela,647,2011,68%,U.S.A.,3.75, ,Venezuela,,,,
Chocolate Con Amor,Ocumare,1764,2016,80%,U.S.A.,3,Criollo (Ocumare),Venezuela,,,,
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3,Criollo,Venezuela,,,,
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75,Trinitario,Venezuela,,,,
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela,,,,
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela,,,,
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5, ,Venezuela,,,,
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela,,,,
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela,,,,
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela,,,,
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela,,,,
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5,Trinitario,Venezuela,,,,
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela,,,,
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela,,,,
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Criollo,Venezuela,,,,
Escazu,Ocumare,252,2008,72%,U.S.A.,3,Criollo,Venezuela,,,,
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela,,,,
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Trinitario,Venezuela,,,,
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4,Trinitario,Venezuela,,,,
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5,Criollo,Venezuela,,,,
Guittard,Ocumare,276,2008,65%,U.S.A.,3.5, ,Venezuela,,,,
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,,,,
